Country,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,10.00536996087465,6.126672362132004,12.042441731839236,6.427743614540038,9.931202484663178,4.48040790126672,2.620045950438723,10.707490438195205,7.381515776467499,-0.8530166945307339,-1.8738556839699672,-1.0810756503899308,1.996887845633281,6.17247111533365,4.0773874852529834,4.459973311955463,1.580508288121438,-12.353326610255568
Australia,2.1179353258737588,3.2987102376150927,2.1630931072314437,1.2029002040045245,2.9663521216844337,-0.6055625559051099,-4.209127971597602,2.5365866623657634,2.4164600125364113,1.6874032550725113,0.8365677238578385,0.42842850017005785,-0.005857422325867686,1.1085123861991688,1.6513867955918227,1.0543723867435455,-2.865080688841871,-11.97546826228893
Austria,7.223960102915015,-6.903390077190923,8.592042562001351,5.160838413357982,6.606058154689664,-0.03366050669085098,-13.299999451992399,4.956071684256438,8.068363569429186,-0.20222139839286557,-1.3466635248504037,-1.381721413918888,3.7295495428823626,3.506257373813282,3.56896739406731,3.5390923798924288,2.34497730353389,-23.73357798108012
Azerbaijan,15.24095510648451,5.9779264560308345,27.353965209861432,25.908824013062056,22.00426472520181,1.3200212912881975,1.834623503964576,8.795993408119374,-2.9074259063071706,-2.9376852556440656,3.357248980992073,4.17627926217689,-3.0050236832596458,4.1955248933159535,0.4320623746504648,4.250379772480151,2.593301999565302,-16.021474457770847
Belarus,8.60524528435876,11.303554916735711,10.006126815796529,5.331336814478561,3.905127427120831,-19.1491038903471,31.623664239647272,28.812008253199693,12.568824417296621,7.758029465475516,0.8773241684166833,6.482397199633821,-8.336303798951956,-0.31467854184061145,6.499506458868183,6.994067834506497,3.9327424858866533,-0.808989459931131
Belgium,-1.5881733836795247,7.916970779525417,-3.6214497435413344,9.744262335695396,3.8621611639364315,-4.432091454957545,-11.52540629633136,4.473069062853079,-2.529421918584608,-2.6012355439247368,0.8542793648257411,2.8999206339824664,6.621964501097675,2.5144890439156673,4.222454697023331,1.4326407552584122,2.7899103848965603,-21.41733192374489
Belize,7.957835629662862,-0.7248402993909169,-14.687515805333963,-4.571283222715274,-10.349542487456802,-33.399079214770204,36.51732671412047,5.801639222210503,-19.374862596052076,-6.3746957441677905,-12.1328620336713,-12.731883702963895,-18.761737885501873,-9.613250431164019,7.7313741046256865,1.4108159316660762,-21.4541994482128,-22.917575956917368
Brunei Darussalam,3.6719098101720276,-8.321072318305683,-8.985328626494754,-4.687143942509358,-23.477089963977793,0.3176477430097281,4.220065160908059,-23.73507533685064,-36.60268567537465,-30.2477434525838,-57.716790249469916,179.88709950063142,-39.05858840728998,12.66989532100027,-22.249741527270572,-102.59395659014623,-58.53343278942019,-5558.098168851806
Bulgaria,4.8478718929721465,9.037195829763652,9.541822651129936,11.3899806102069,6.7620602985906455,7.846961949005888,-4.128033950827657,-0.6105172369074228,9.203069534775185,0.48788436167068255,-5.063045594075835,-1.175528038148249,3.7145712205569383,12.385696349421346,5.674531956571178,0.6037733411724457,2.7545416300672882,-6.714753863806973
Canada,1.223572300319749,4.250913705891107,3.428904469042511,1.499894314162631,1.4149098873983346,-0.366074360514875,-11.513895773166187,2.7403976123557405,4.975496313918211,1.9155881560992456,2.99465472399193,4.632500165137596,-2.897649716418288,-1.3010054197812646,2.4062651123721004,1.0619923411913592,0.48468078576507134,-26.257884052397582
Chile,4.206135351246608,8.291242133962056,5.718586808661593,7.440734617486461,3.1502705033328358,-0.5220632741783754,-6.6059754686551635,7.036407589620219,5.858681344332141,4.075838428005534,1.7260198728175307,-0.21157237238986298,-0.2960000786994568,0.24686641128690734,-0.15505500689841384,2.216137535434769,-1.9605109981003526,-11.383364370593203
Colombia,2.782526167166395,6.1962069460384575,4.5613422255899385,1.8220832736626804,6.017266714570699,1.8094698114024763,-3.4886511155388304,4.272594424888685,6.08358764469361,4.613262175747925,2.8300088396669314,1.708871911083757,1.9827717834340297,2.9147733981951927,1.0983700018723772,-6.901205451969087,3.707047238668031,-9.776989167692145
Costa Rica,4.789333612471322,4.892872834803396,3.8660438971659206,9.750115225477476,10.125835980834959,4.006644645910668,-2.8342274588896865,3.001978048676158,5.277105861535038,3.916116545807949,0.32207115504683453,2.9793596156366284,2.9085492138417446,3.2115768976792354,2.402605394702891,2.380432628091548,-2.8531837989833586,-5.671178528917215
Croatia,10.339567412436727,7.863015756253654,10.308726716191913,8.125111664253621,8.468266098980221,3.247675831749598,-14.801481970959733,-2.1253277838770437,-0.8653310854145062,-0.8409712917910392,0.7018955601734431,-1.5971228376411897,4.030666018256024,7.210279650953351,10.76369174115891,3.2558312665822573,2.7758678216681143,-24.62497162056174
Cyprus,-7.074253362939898,-11.575303086491274,-2.989095164074768,-19.96856490069436,-16.59703706046658,-53.3892800972356,64.32871920471062,-27.405225823179283,21.786351492935484,-3.9495911720105834,21.42120310977989,4.30309426762667,9.9166371021,-16.83240942610218,-30.86787256690144,64.3645240949518,-50.35611372486509,34.44267880965837
Czech Republic,-5.582015461126065,20.414015404517265,6.2407857629170325,8.489787881543815,7.907045941281943,1.1395813505048342,-11.669796045544087,3.4371585591359923,2.196050338336589,-3.886926968858256,3.8912824668667922,2.7850246348071352,6.982676914650937,6.411051312024574,6.606939030980077,0.5169857710916504,2.3796695019004805,-16.25085425944162
Denmark,-0.7455709146068507,4.9683025402409235,7.452477704468315,8.601213120816182,2.1575902754898464,-2.3529451295798887,-20.51746602446412,1.0061283101008955,2.0360495419237883,-3.779909206664867,7.335352788488528,3.3946241774094204,4.1218243485895,8.64624059538917,7.559570945021962,1.9751407108326067,4.178687007352705,-10.342806918770204
Ecuador,2.8343186230665274,6.396633593980127,3.0648352733707847,3.2242372046482006,-3.2164025213747265,-10.774732970706678,2.5976609297955298,-0.4283535119474549,-1.7872625412105785,2.7845820613972716,-2.715606605361868,2.6200350114218227,5.282078326725115,-1.0856714044422635,4.799423354417734,-1.7676946285878536,0.5968696029135115,-8.326961002293231
Egypt,1.4910309847838998,2.890120416046912,2.1415918894114205,-1.7712997879187025,10.460572438313754,2.701844697096115,2.7126622450189535,4.674629578846303,0.7198151667228669,-0.6257243766930869,-4.822001811748147,-1.2623921610407893,6.2225918711263155,2.468910338316124,0.398120851737535,6.579516482892971,6.455790240181241,3.608212574832994
Estonia,39.4772929146965,11.714496499213672,11.60682208304332,73.12888946460903,38.364774223995276,-36.215552039859475,-81.16707635085882,134.336878884107,97.36173427941256,24.65710156457507,13.420209566954158,16.55593149595168,-8.458881749415038,11.92667682984214,20.35582100289461,19.28104832305084,7.303261960997092,-16.34581986549097
Finland,0.2015252340201922,4.24481151643657,0.751206165540218,5.91670887392465,9.867953132188772,-1.8641067433313725,-22.139198407025958,3.3728277533031674,4.178430358969237,-6.1357403174232115,-4.982231464785201,-1.8252770697533314,2.703906129443948,5.668681677129611,9.035035254804187,2.9561658230358616,1.1159267463588507,-10.925979374549163
France,-0.8410084450052201,2.5853838238612634,0.3254907239846132,2.872682431979767,2.5083998179883507,-1.9611307807898197,-11.463727105662038,2.0431053020704817,3.2237821974044643,-2.007768511963179,-0.16893437130406264,0.5218815385339136,1.6217761891111493,1.033526501837232,2.6484351363768246,3.582010330362042,2.2015987915576933,-21.52355923978323
Georgia,10.35891764707728,4.252857747527566,7.681626393730646,5.3703498506477585,8.668578753915941,-4.599553980769122,-15.863435848565613,21.364247739905615,17.75386868065088,7.681677636960524,4.635418163770248,6.062090000209299,6.022257237973484,4.231024683399678,6.69081782650141,7.21084250822331,2.652620912714414,-13.916392673957235
Germany,-1.5046606021147928,4.282801298322814,0.8009162939081595,7.176880730342795,6.7433969362210835,-0.19868483741514792,-12.257459719112035,4.582497826959269,9.86556390626074,0.8102130058156326,0.14705275863263892,3.0232096821736554,0.9252258842448935,1.0489770612198142,2.6702284894262944,0.5534715077179634,-0.36174322855752133,-14.870753278709062
Greece,4.462540950587433,2.379577890247013,4.459361673435321,7.31085141459121,-0.6694984633283968,-8.66177173889337,-12.243079069831479,-2.1665722023517406,-15.568882942574158,-3.8292403427109094,1.6786224695432823,3.975449921806559,-0.6253162896530133,3.079950797127981,4.373142012827738,1.9516471548102137,3.433131235719494,-31.863206078374642
Guatemala,-1.0407966792937755,2.7357384746682905,0.4682366787119612,2.405885772651181,4.434121845589698,2.3217704922588784,-2.488682765222003,0.4907396368798416,2.58297140293168,1.6082335838646622,1.984388727626229,2.9321350910697093,3.3789836697681364,0.6856503718912021,0.9040036543482585,0.9223014157418832,1.6919403168111673,-5.933092701607523
Honduras,4.0735169737424695,7.87773263636297,7.7344217731265825,4.195092206615369,6.884262342267031,1.8278915055487464,-10.820336363203088,6.362224799890137,5.734656733518473,2.0424780652330776,-3.762692673673909,4.746938449850854,5.327514619160088,-0.3373132725678586,5.131439832828814,4.338713953502419,0.8047090952914858,-14.302017724256576
Hong Kong SAR,-1.6322355503299084,8.234474871674843,8.989776020116187,7.990665451927191,7.94648488640696,-4.123036666391896,-0.7075818772658152,5.817707980488894,2.217164761182569,2.8629011752596103,0.2524109839875698,7.914774760677769,2.1110631494389076,1.5895777157678004,5.632883526777426,1.7305466421706661,-5.449332065475614,-17.3191057924837
Hungary,9.717895008402772,6.80964564505857,2.22725107242493,-0.5674037730802525,3.9920775998432037,5.147849082132671,-10.294508977590706,4.525014089353252,1.5997454176383672,-1.0109251514757402,0.7134254455485789,5.881533192696053,3.681829664461611,10.87816756704875,6.471424396313801,8.490824581193987,6.183188779609368,-14.413385553015805
Indonesia,1.760378851643929,4.014019706613242,4.742525266275145,2.708485874046998,4.567074601257928,5.117113805934485,6.289702728320863,5.090415924974628,3.236977058120585,3.1357132516353796,3.8126918485511205,4.23203958042033,4.906460599861334,4.675278867232814,4.258550439747688,3.9957596932192625,4.238222340961273,-5.8505776985230105
Ireland,5.463867128454939,5.982138733035873,6.052466811810199,3.8334330815893445,-1.3568100734519701,-18.275045140824616,-20.448370459421103,-51.34789338352107,101.15517583774277,15.033837400317495,5.529023471520832,16.757341690241425,49.79478969812012,7.43756362413724,10.15120533150962,7.8710940141052435,15.883217663798293,-4.556547591997171
Israel,10.616650824980875,8.457374233767604,4.496584154920087,5.997495550979874,8.041406574061355,0.702243902866586,-0.9704270139505378,7.844405224393055,5.485570785160791,0.5310954452391086,2.9930112047774546,5.392511153679279,2.157257779118708,2.4064148146694855,1.9409273264907392,0.9785282509793102,2.9210598289133296,-14.54410183639931
Latvia,16.666272744887024,9.034088359760302,11.143266624721937,25.407013298642166,26.658322377919355,-8.493955276903757,-42.56435298468728,-12.574236986019308,29.936232730578908,21.279730228078066,-0.867756201197271,1.9555342573114625,5.789052193450409,2.789899113439196,6.861646610194708,5.054253154047519,8.126310852620417,-16.92290619054057
Lithuania,13.960105712231826,4.63954669030013,9.07887854722653,11.388834731171249,16.621852903581615,-1.2428991379934513,-35.20325747082144,14.179742628905121,11.148764569353654,20.992484370527123,5.275116162433501,6.046584696898681,3.4424426175809995,4.780922815322467,9.158368977789905,6.133170741678383,3.0489180529950337,-20.202131351860675
Luxembourg,-3.3070106535694364,1.6375697433546699,-3.251614535184879,-1.1198357690971246,0.207991263781977,-17.42073246686461,-5.4013102916385805,-7.933332127993887,-12.549471352530354,-11.975587154154464,-8.658990252832522,-15.195775570258823,-13.310861387230002,6.980835059168559,-18.22320004391177,-7.712784699371789,-13.081001798143985,-28.637088036287754
Malaysia,2.1276028744908433,7.922900604179773,4.92025221830526,2.911685635995254,5.117475781281049,1.8409744419565728,-8.873509445185983,12.934586243003105,3.1361831001115883,2.0296772660677727,3.405647724695948,7.069712713764573,5.243442432279257,5.655149711502678,5.763272504276468,2.613005656679285,2.792458016042274,-7.988385502544286
Malta,-6.43596291011209,-8.734236859467588,-4.523857685689428,10.67258019373533,1.1446139967457254,1.6741503874365324,-4.670641264890589,-7.070672594022711,7.335551496418963,-2.126960139486163,-2.519218200671513,-2.788758171635283,-27.887266802695954,-8.479657570345498,2.4866827196000707,-13.90442833655793,-24.727537876617262,-34.85136426964187
Mexico,-2.2452377445303564,4.118718082465513,0.07772338548453885,2.4908500147845243,-0.504612297651039,-5.796059645860211,-6.763641728233159,3.790341622347909,2.1872967686923803,1.5672922500099689,0.6624654310321537,1.3596309849700505,2.787050513697884,1.7250045673190255,3.3698577566101284,1.2498035108314114,-1.56068449108708,-12.35665172273361
Mongolia,36.311423294663186,19.112539450974,57.376203788513095,13.624378403983735,-13.040386261708719,9.507104296936323,1.3580115322667765,37.33381873331672,16.277509659911995,21.532438147723767,17.802267259099565,-3.087208683360606,-2.5558727919000117,-16.526529424924586,30.86043349422385,25.708868989955977,1.960920556542663,-21.516797285966955
Montenegro,-1.9188285906351323,-9.658494005710862,-25.515139197407148,17.46708033483926,-114.75113877993307,495.0683918454589,-116.47925592438685,49.13129280358681,28.210623576666983,-47.23047377257416,115.87010333632463,-30.621528597135562,-6.891324429390611,-306.29014970766235,109.45098395973616,48.404148113253534,16.118729502761727,-33.31103110333312
