Country,2020
Albania,97.95172798192729
Armenia,278.14451124097076
Australia,22.4918230307045
Austria,5.618357516628624
Azerbaijan,127.19275925518514
Bahrain,-38.48995723342755
Belarus,109.7124302097142
Belgium,11.656203235351049
Belize,-0.7760112710943747
Bhutan,106.33787662674074
Botswana,-25.252014962662688
Brunei Darussalam,-61.7096258084199
Bulgaria,89.73066944488563
Canada,12.562281428290033
Chile,42.752712079783265
China,568.5218724620782
Colombia,56.948899013212746
Costa Rica,53.261496815348636
Croatia,30.730193176403745
Cyprus,32.41235543645136
Czech Republic,59.35340278483076
Democratic Republic of the Congo,179.1040992584145
Denmark,13.552680026441426
Ecuador,61.28600091195019
Egypt,14.731471710376148
Estonia,92.287660758133
Ethiopia,111.42534332864368
Finland,14.46709014824031
France,10.578250335114705
Georgia,301.6989413662408
Germany,23.881385624190703
Greece,5.3670295032496576
Grenada,59.506065317902205
Guatemala,6.269739854593122
Honduras,32.00848988995992
Hong Kong SAR,136.01979674466557
Hungary,50.52614150455746
Indonesia,46.03478009368572
Ireland,22.025953793189572
Israel,8.817965982441827
Kazakhstan,52.66664663543656
Kiribati,5.236631831718204
Kosovo,140.54153042294305
Kuwait,-26.29548307735975
Lao PDR,134.019419127091
Latvia,140.302029996892
Lithuania,157.58468603318974
Luxembourg,9.476859144998688
Macao SAR,36.19614385969203
Malaysia,47.542209052911254
Malta,40.03017196030014
Mexico,37.390768524147
Mongolia,110.05651338498019
Montenegro,73.30691501385367
Namibia,36.57563291517938
Netherlands,14.283868550775331
New Zealand,15.207049080105104
Nicaragua,71.37638851344703
North Macedonia,37.674075161064145
Norway,7.059552935619203
Oman,-37.418060981675644
Pakistan,40.861228871014426
Palau,40.80243262563181
Panama,53.90818362173612
Paraguay,71.04028982169223
Philippines,112.23547258292078
Poland,97.90951184082516
Portugal,11.655045249613707
Qatar,-8.902117820458177
Romania,103.17313351751133
Russia,69.22715321661433
Samoa,65.01621145531547
Saudi Arabia,12.202465572613729
Serbia,90.26851679862735
Slovak Republic,93.9272693712039
Slovenia,28.649594625645268
South Africa,30.665751165470116
Spain,7.862160356868701
Sri Lanka,33.423880502933294
Suriname,8.35602334823718
Sweden,15.297884782682958
Taiwan Province of China,68.72749803087108
Thailand,93.89636178215974
Togo,149.13375213901438
Tonga,114.09085067539218
Turkey,88.95120054268384
Uganda,54.07497557920935
Ukraine,63.127055465437
United Arab Emirates,-5.866229295288633
United States,22.152146747345338
Uzbekistan,117.92729217350214
