Country,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,43.00166500873603,49.088944840022975,53.96993425143877,65.58070260533,75.66451479374044,99.4068148228084,111.65273831182961,117.22593996840372,130.641469573662,150.9246994580146,143.52365093173702,144.4119480775716,152.96550757443998,150.04112081301653,158.0702666617052,170.84508817302634,177.66065856891785,185.14063483957943,150.32115836430242
Armenia,59.03893116934846,79.57169211780807,90.53749977128734,106.01961818827058,120.06143693319268,148.99072899151653,186.96522223387626,179.7799211437717,225.47518920225806,267.89838168498915,328.5768341763803,365.8003942157043,379.38716016648704,355.01884225448345,360.1508270336904,471.8062006976488,571.9231301776977,650.9458610108607,455.4267931554287
Australia,0.262994059663288,0.28697770314829785,0.29365369982506645,0.3401146450492484,0.3875822051137004,0.4272630481740426,0.49358509521362715,0.4901590590105437,0.4938278078794893,0.5306837523076533,0.5584099926914247,0.557162665696693,0.5606523160740022,0.5535725056078458,0.5603087988631448,0.5738681930138237,0.6203002438227234,0.6587374251471874,0.5997709567380001
Austria,1.1347841547298227,1.1704912909665903,1.2911788358712788,1.4155865604935447,1.5653643888355104,1.7186501681306081,1.8252907156837492,1.5561375905152466,1.831148246319266,2.079450326756204,2.162419585460978,2.183122454522688,2.2357154899697935,2.280657714280437,2.316100618350103,2.4883921562361717,2.6813318866035907,2.805031606450695,2.531726408056589
Azerbaijan,0.03373839007746089,0.05466647086896909,0.07756512490183952,0.0928464827581036,0.11056768080642586,0.14454704410080968,0.20989722703236297,0.1439959842967989,0.1720225972998042,0.29856534352694414,0.3299038018965023,0.35612440021587255,0.3467717333234094,0.3776646584272789,0.5892922977782834,0.7483686832231805,0.8431378853406398,0.8275261213446704,0.6609809030548508
Bahrain,2.483239894885468,2.5700546671894573,3.236986840636758,3.983045390965543,4.178052343069521,4.223816493566352,5.341989658368509,2.863677690662677,3.228640510803585,6.214055476547106,7.487744754797132,7.699522693890447,6.441426758074245,4.523909652376293,3.968745924693209,4.2678209976536055,5.032632545258401,4.815114158341214,4.273782576183312
Bangladesh,0.024834829052622735,0.027037597868714965,0.029269946007774567,0.042318897599517444,0.05284780530710446,0.06600238056231149,0.08654698154693362,0.09399356098652908,0.10477373165898281,0.1601442021771905,0.1982188166075891,0.22580639892229767,0.24932010924365147,0.2823538274826688,0.23714861569694148,0.27752449823329267,0.3774693810517774,0.4064446172126321,0.3826058857032602
Belarus,0.0008303940066388794,0.0015762425074565345,0.0028850263300178457,0.003602243908368795,0.005356795437074917,0.007835890461574083,0.013050957958963346,0.012793081876763864,0.01851847179432103,0.07073855854724038,0.20757029468851687,0.25564291923490134,0.32868068414473983,0.4414163444596525,0.5450756009073457,0.7000011511541955,0.9446713318958407,1.0819599096082926,1.189670594256834
Belgium,1.3524427462131745,1.3710564795991282,1.5172186040973288,1.7051046694953318,1.8708907973125177,2.0256159094683013,2.250184574557361,1.8200187026141201,2.1302256826568127,2.375586206339101,2.440540964832685,2.4303849017866113,2.5126857113552425,2.5208489442022044,2.6805140327294192,2.94426368797452,3.1060334457767254,3.1842280294905563,2.938738592769184
Belize,18.10750483131916,17.801621138707375,16.349973626565287,17.927265113917915,19.114536974342556,19.959627183583095,23.43336662724848,17.08442088490821,17.87293350220972,20.355134349279112,20.331302349330052,21.392018051113077,21.287828173712974,21.436956109152234,20.190798477607977,18.9052459832028,18.217144086599347,18.722127364359768,13.195477724929766
Bhutan,37.03073934551718,43.283412421013274,58.3166105556311,68.31598149407344,72.32228567011362,83.50057067347512,99.45052446965218,121.80774688070174,164.20086755125132,201.74242531096542,222.08937592602132,255.2487671746422,271.46161470226747,331.32920809137306,318.5992284555439,344.19371906715264,393.8055071571261,378.1271170021036,375.4272357833902
Botswana,1.5185193795163818,1.5234883026677426,2.03083656129564,2.3679084322729778,2.71342809876578,3.6852030847353294,5.481774606235897,6.101090284885832,7.436331065270524,10.250093902980314,12.137252033993976,13.51044511351086,15.769619269377458,16.224905352279634,16.15893096077443,13.028141936132767,14.497782120616273,15.236299687879157,14.651258310794702
Brunei Darussalam,25.417076590355173,24.58089967350778,27.71642569659311,33.87850656026987,38.10353877413701,43.27605541443624,53.946026007220546,40.90988508684075,34.893736359573744,54.4531319007279,64.52640675417443,70.68376023938491,51.709752789045,37.733134206582505,29.677738541276792,29.385403959396005,39.12655002032855,45.75490607666069,38.30918666072044
Bulgaria,0.13322141371976254,0.1586785904798202,0.22240115378578748,0.3001341075081902,0.4135864793107914,0.6105246358574947,0.7748563073165383,0.571964462893898,0.6326068959024276,0.8396002696101939,0.9492557862317476,0.9781922569495862,1.0351640328807883,1.1012012279802412,1.1521699826829257,1.4031528613963562,1.5998027046158505,1.7968576392540982,1.6712327263879758
Canada,0.34138772884855617,0.33638381456194044,0.36171032103899997,0.3899979462967821,0.40960403603943,0.4293093071041127,0.46728523581296705,0.3884495482195029,0.42921066085872206,0.4741329641338068,0.490267313142405,0.5029764547405333,0.5391809113880379,0.5516366193716896,0.5465964937650291,0.5745160587319744,0.6022828521546594,0.6019665132547527,0.5300921705550795
Chile,28.922838294102768,32.54097538824695,38.88250838692485,48.942515054025854,59.75092994231314,72.43517440067181,91.0066768159554,71.53729900484592,93.72377266973056,112.75108851208881,117.39157894095716,118.28703727837751,130.53491895340176,133.01882551398444,135.06626103776784,144.03670394697014,159.67475548588087,163.3528798460926,158.92537413256113
China,0.0008742092143389468,0.001238748197358243,0.001763484724660262,0.002111367754855689,0.0025441667176616155,0.003146047422241844,0.003672224453052311,0.0032434757154687853,0.004617853789736531,0.006007022283566979,0.006410380335036726,0.006995728505085668,0.0072993341453731425,0.006550551332426738,0.006719443109680989,0.007952129749202376,0.009280543925310298,0.00964634782239425,0.00925639020206334
Colombia,14.89976326101093,18.917077295335115,21.423076093334213,26.126698158683883,32.65874999700391,35.55573017543746,42.436163739912416,40.44874737074595,42.64205996910774,56.94106785046213,61.74082681190829,65.7233007254037,73.81440322733128,85.19866760438312,88.98237093870691,91.12930874777187,101.23594072711205,113.36200842759598,97.96643123010355
Costa Rica,49.63478771175407,63.60817986097167,83.41128022342939,114.24746085877409,154.3443126020991,195.63807189710033,256.32437992785947,219.15782493954072,249.62590014445288,289.7513695900576,317.93415641316494,328.61532966313877,378.2088039495252,376.0371466638742,399.8546189343002,449.94574326651536,484.588360105866,483.9839755015568,414.6596611492811
Croatia,3.781236938575768,4.403352238349854,4.8301234036660246,5.347040938811579,6.179693233452688,7.034229632729239,8.040183632377358,6.497258055756113,6.478225696730051,7.204210373602667,7.393643705246568,7.745549453695867,8.05036073970315,8.871108789578434,9.363955838290336,10.758281281678597,12.141368748160726,13.38626102672675,11.822850970874148
Cyprus,11.505345515393987,11.774844692398743,12.89733997274152,13.50433593475234,14.624897883326021,16.52827650094807,19.422311551790205,15.602002659468383,16.992356841734985,16.347697879340497,15.46976642480768,14.680124929108175,15.560882260604304,16.859956505856513,18.05693980492788,20.75009726108869,21.720088908999376,23.242454383553785,21.827801702499002
Czech Republic,9.917963724814193,10.993633976250878,14.585773569445234,16.40830320342483,18.45411452074571,21.27350295236111,21.329202119224007,18.866236123672827,21.40128010034988,23.24473900082853,25.01061095274027,25.444858856666507,29.447485037522316,31.079066007653296,31.133851213772015,33.458212035828154,35.86715047167535,37.849394173283216,36.41394398182495
Denmark,15.78453731824256,15.467169383399545,17.016236852704314,20.109962436015078,24.06530141031699,26.350310889708837,29.324138192032812,23.416604660287177,25.759030203510083,28.50446300471278,30.470010653258836,30.80861363791746,31.311266885854025,32.6035208493967,31.98655603757124,34.00646241831878,36.64121827531328,38.537593632143306,37.07698941282758
Ecuador,0.032449911019052695,0.03481910522903042,0.04192416328248852,0.05451634511775723,0.0661026699923602,0.07738399309006738,0.11377683658811537,0.08858078693928338,0.12317802606288841,0.1477039335098768,0.157490595161812,0.1667277639654123,0.17042278249066675,0.12715245518015886,0.10029491043827901,0.11758397995906505,0.13197498466038188,0.12557244207775725,0.09467211599372684
Egypt,0.0044382932927620605,0.005387420175529333,0.008170997555963951,0.010196475953570677,0.011656471361955457,0.016801289712427808,0.02408671112164268,0.024373844469459387,0.024962294777418716,0.028110930935163453,0.034794899516385765,0.03796867990949195,0.04460412338062545,0.05112001100488955,0.05291334914834385,0.11221400325332338,0.16782311652096962,0.19322947695090625,0.17510177620656614
Estonia,1.4819750443025,1.7475171063742252,2.173323721192021,2.7654285859939987,3.7969915788466584,5.061670499663754,5.426206873336741,3.6662241847806625,4.80914160098946,6.796134039178195,8.001276736161461,8.572922077177381,8.993324007191152,8.769323786002747,9.41927222938123,10.437480760277934,11.691477230723741,12.506685572941386,12.168618302631854
Finland,1.3360173503519883,1.3879583882078415,1.5290976875872477,1.7853453478486463,2.01262140691821,2.2267814967343305,2.4983315347761854,1.9424198357599924,2.175029038821808,2.4932983225948093,2.626247957629955,2.624896454949184,2.578609590355525,2.539743799087152,2.6095654242891317,2.82802555571382,3.1406463644088665,3.269121462029398,2.9382574649124384
France,0.09603939894503921,0.09574245212641187,0.10370074442928749,0.11416495380475086,0.1255601403588146,0.13543528144782094,0.14443283747738203,0.12154309901288361,0.13752435686586933,0.15333365116927997,0.1564653629797988,0.157636241280872,0.1614631777648222,0.16756430782726164,0.16872524342932624,0.17974303663684216,0.18973543017446304,0.19580677575945235,0.17294320743811378
Georgia,0.0975766372452284,0.1278617708066054,0.1673545255523738,0.23110588262985032,0.33357096060210234,0.46083828829514023,0.5788508990181438,0.45223572994086275,0.6182434083332933,0.8423332744217976,0.9656066557997172,1.0104363233708065,1.2099444776202144,1.4184795460644566,1.4816912769662132,1.8800256699165063,2.2792393525572328,2.768554097284874,2.645669898962008
Germany,0.07934266160088882,0.0829304374997732,0.09034383299797084,0.0990934247543575,0.11411919398727005,0.12406687833682187,0.13239085497975603,0.11444463102313386,0.13673669827773505,0.15628510790868408,0.16128834358585342,0.1652179841149735,0.1709128949003006,0.1783452429016602,0.18125198856981442,0.1970998004083019,0.21138679340031072,0.22064924023888657,0.19958030629414428
Greece,0.3410107799765734,0.3766369730797985,0.412041467238743,0.43680141017400703,0.5258316313775945,0.6382790661816681,0.7084707800859488,0.5668935083289053,0.552712958836079,0.5392868764164255,0.5332522552399604,0.496374746508329,0.506789299091951,0.4959216520822398,0.4882794958961823,0.5559130271604561,0.6376169178020733,0.6654441390084019,0.5638199478998881
Guatemala,0.2787747441127267,0.2994434766356842,0.34136186263810664,0.3615056082379784,0.4092233729682347,0.4756434549555701,0.5238344753139318,0.4345800035476014,0.5162818397398903,0.5943516679334813,0.5976070178290973,0.5937916627908386,0.6050253153358957,0.5697538926651672,0.5445428311476385,0.5572730470596466,0.5932463045072653,0.6154999123032959,0.5475563884668523
Honduras,1.995268395821641,2.3165524146672536,3.0009292851534175,3.5120100718214373,3.9446865278267937,4.815954947203218,5.779618825208162,4.258090434643175,5.1595234003718184,6.672348147901103,7.112496401333928,7.047875360652718,7.65864527219508,8.337953989757645,8.269401852448508,9.404818916756481,10.366301201166841,10.428739848109135,8.727539145236186
Hong Kong SAR,29.30148007819961,30.15919405853379,33.86893717752238,37.22957835931159,40.729215004925315,46.124633773016164,50.009213810771975,44.574043805385195,55.1639214996145,64.34245315405298,70.85585235474915,77.08194856579013,79.77886297809705,78.51903391198337,77.6626846488697,85.92265985424166,93.43964193481153,88.56754071538651,85.07448349345
Hungary,63.36931570508844,73.92281734732998,91.13492676996502,102.6550031750675,132.74249494703338,153.09289215796636,173.81512550208546,157.86811332738782,181.64550743495047,203.5813594010724,213.3089056719318,228.38073208115148,265.30868530131306,286.90154293330426,296.1218911042082,341.9917616818184,398.71336792377764,457.8200412824553,474.2688967330097
Indonesia,5.236087601308748,5.203084435539448,7.451429052269664,10.870592330060504,12.426126254835836,15.75873063664133,25.634719147549397,21.783446618622516,27.22917331963525,34.28204573792207,39.85372480928,44.599213716172756,50.08156336288984,47.04308705132962,44.72469702564608,52.30805169346654,66.79990209225781,61.17474849740832,47.807506142324776
Ireland,5.098807855984623,4.921936628999834,5.140434878258733,5.714315703371037,6.269410332847648,6.53145845304382,6.24266913689511,5.620238576947948,5.771404957139353,5.823299704707034,6.199744930565516,6.190377202971945,7.159038383568458,10.329528306376009,11.855314279480792,12.032100094853082,12.374490982259644,18.10182791638696,16.081232209482522
Islamic Republic of Iran,6.530790399405708,9.879180898825021,14.48187734363015,19.7150230115264,25.930208606849984,37.72986452911423,56.10224038221117,60.166144812511966,76.88971407132094,101.59179397307959,179.36798290826215,327.0541998317012,408.89072674962694,362.613232947379,427.9199851848815,628.0387823701938,1327.5051893342875,2095.278619042723,3852.3646574272057
Israel,3.8946868421099903,3.728296580040407,4.174063133358982,4.496383045097247,4.693459361917558,4.993548169987791,4.901608689854554,4.015376668701216,4.512300117771117,5.103487531195642,5.462224905283094,5.045658294556065,4.928229809425227,4.712368578411913,4.787711013821598,4.669361069354343,5.034923489675381,4.889875455630831,4.0284473809745664
