Country,2020
Albania,-3.639484109494626
Armenia,0.30281289779834175
Australia,-0.4202599554088434
Austria,-0.015491990714989523
Azerbaijan,-1.8138477935835033
Bahrain,-8.874940760105183
Bangladesh,0.0006707556050374597
Belarus,0.6305701005807278
Belgium,0.08452984388992446
Belize,-17.218517745492157
Bhutan,-58.31259950714862
Botswana,2.3348160671893368
Brunei Darussalam,4.082943986560963
Bulgaria,0.32408869656604544
Canada,-0.04467009223814011
Chile,-0.662961155548869
China,0.0021133952322299095
Colombia,-0.07497999127946392
Costa Rica,-1.8624030391349913
Croatia,0.21483469863267857
Cyprus,-7.293800883036013
Czech Republic,-0.5775833738856648
Democratic Republic of the Congo,-0.0011500207179732658
Denmark,-0.03882290229428387
Ecuador,-0.5511619801233061
Egypt,-0.16231852130460483
Estonia,-1.1306395895434633
Ethiopia,-0.023290079527980567
Finland,0.1949195841807514
France,0.005326794954169822
Georgia,-0.10107056184459129
Germany,-0.0003594628926688048
Greece,-0.3528228867566703
Guatemala,-0.9726812191831629
Honduras,-1.6179165614598439
Hong Kong SAR,-0.8947057935418266
Hungary,0.2859558544307781
Indonesia,0.005623439676117739
Ireland,2.1004009252994633
Islamic Republic of Iran,-0.14717852131385623
Israel,-0.7787082005127952
Kazakhstan,-0.3116624945238964
Korea,-0.037294424118817004
Kosovo,2.7987462169541857
Kuwait,-1.6773284606442784
Latvia,-0.6510459147497514
Lithuania,-1.2245368866960362
Luxembourg,-17.41475980773106
Macao SAR,14.998150748830522
Malaysia,-0.4960258199752443
Malta,-1.2530416615460211
Mexico,-0.054065271294833156
Mongolia,-1.4866010983442717
Montenegro,17.759985216863335
Namibia,-4.6901525301453155
Netherlands,-0.05553571489718201
New Zealand,-1.6584301519807187
Nicaragua,-1.3154075801184488
Norway,1.125580162540465
Oman,-3.376500491786353
Pakistan,-0.02053630591526552
Palau,-590.1269349845197
Panama,-0.19474448021664514
Paraguay,-0.5367763453993386
Philippines,-0.09506300212144866
Poland,-0.026984761830476156
Portugal,-0.6648755381671088
Puerto Rico,-0.5370876992215905
Romania,0.247181379892788
Russia,0.03724429513430573
Saudi Arabia,-0.12731585064272744
Serbia,0.6696650786776388
Singapore,-2.055312807015416
Slovak Republic,-2.137937963080097
Slovenia,-3.219250308176436
South Africa,-0.11058615525970958
Spain,-0.20724306095842154
Sri Lanka,-0.09545904719759468
Sweden,-0.08947512689275516
Switzerland,-0.22886435862674714
Taiwan Province of China,0.09200759520683621
Thailand,-0.015995139284155524
Togo,-0.15337301161050032
Turkey,0.06346562970547881
Uganda,-0.22347876926631127
Ukraine,-0.24069411947668784
United Arab Emirates,-4.341510286269916
United States,-0.011563928759145983
Uzbekistan,0.43692304897430456
West Bank and Gaza,-3.3498626352334027
